Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,43,11,20,5,2,2,53,43,13,2,11,34,17
shoot2FGM,21,5,11,1,1,2,29,29,5,1,3,22,11
shoot2FTA,9,6,6,0,0,2,28,20,5,0,14,7,4
shoot2FTM,8,4,5,0,0,2,22,17,3,0,10,6,4
shoot2TO,4,0,3,0,2,0,10,3,1,0,2,1,0
shoot3FGA,19,5,13,0,0,2,21,15,5,61,8,0,1
shoot3FGM,11,3,6,0,0,1,8,6,2,18,4,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,2,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,1,0,0
shoot3TO,2,0,0,0,0,0,1,0,1,0,0,0,0
pass2FGA,14,5,7,19,3,0,34,24,3,0,1,1,1
pass2FGM,6,5,2,11,3,0,21,20,1,0,0,1,0
pass2FTA,10,0,0,6,2,0,13,11,0,0,0,0,0
pass2FTM,7,0,0,5,2,0,10,10,0,0,0,0,0
pass2TO,1,4,0,1,0,0,6,3,1,0,1,1,1
pass3FGA,15,1,2,12,2,0,29,25,2,1,1,2,5
pass3FGM,4,1,1,6,1,0,10,9,1,1,0,1,3
pass3FTA,1,0,0,0,0,0,1,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,1,0,0,0,0,0,0
pass3TO,1,0,1,0,0,0,1,0,0,0,0,0,0
