Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,22,38,3,24,0,3,203,29,16,0,17,42,34
shoot2FGM,10,27,0,15,0,1,105,27,7,0,8,30,24
shoot2FTA,4,18,0,10,0,0,65,17,19,0,8,23,21
shoot2FTM,3,16,0,10,0,0,48,13,14,0,7,21,17
shoot2TO,1,5,1,0,0,0,25,1,2,0,2,0,0
shoot3FGA,9,21,0,10,0,2,17,0,0,31,1,0,1
shoot3FGM,5,10,0,4,0,2,8,0,0,14,1,0,0
shoot3FTA,0,0,0,9,0,0,3,0,0,0,0,0,0
shoot3FTM,0,0,0,9,0,0,3,0,0,0,0,0,0
shoot3TO,4,0,0,0,0,0,1,0,0,0,0,0,0
pass2FGA,12,21,0,65,0,4,75,31,5,0,5,1,1
pass2FGM,9,17,0,33,0,4,59,19,4,0,5,1,0
pass2FTA,0,5,0,16,0,0,41,23,0,0,0,0,2
pass2FTM,0,3,0,14,0,0,33,18,0,0,0,0,2
pass2TO,2,8,0,0,0,0,10,2,0,0,1,1,1
pass3FGA,12,11,1,54,0,0,77,33,9,0,3,1,5
pass3FGM,3,3,1,19,0,0,31,11,2,0,0,0,4
pass3FTA,1,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,1,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,1,0,1,0,0,11,0,0,0,0,1,0
