,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.0,8.3,0,100.0,2.0,14.3,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.0,25.0,1,0.0,0.0,14.3,0.0,1,0.0,0,N/A,0.0,40.0,0.0,1,0.0,0,N/A
TRANSITION,0.0,8.3,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,20.0,0.0,1,0.0,0,N/A
Attacking Closeouts,0.0,8.3,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,20.0,0.0,0,N/A,1,0.0
Catch & Shoot,1.8,41.7,0,60.0,1.5,57.1,50.0,0,N/A,4,50.0,3.0,20.0,100.0,0,N/A,1,100.0
Off Ball Screens,0.0,8.3,0,0.0,0.0,14.3,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.92,12,8.3,36.4,1.14,58.3,42.9,2,50.0,5,40.0,0.6,41.7,25.0,2,0.0,2,50.0
