,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.07,5.7,6,50.0,1.04,6.0,48.1,18,44.4,9,55.6,1.11,5.3,52.4,10,80.0,11,27.3
PNR Screener,1.27,9.5,12,63.0,1.36,10.8,60.4,32,65.6,16,50.0,1.14,7.9,68.0,16,87.5,9,33.3
DHO Ball Handler,0.75,0.4,1,33.3,0.0,0.5,0.0,2,0.0,0,N/A,3.0,0.2,100.0,0,N/A,1,100.0
DHO Screener,1.12,14.7,1,45.1,1.33,6.0,51.9,20,60.0,7,28.6,1.06,25.4,43.4,57,50.9,49,34.7
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,2.0,0.7,0,85.7,2.0,0.7,75.0,2,50.0,2,100.0,2.0,0.7,100.0,3,100.0,0,N/A
ISOLATION,1.14,40.3,39,54.4,1.07,42.0,51.9,169,52.1,16,50.0,1.24,38.2,57.8,66,77.3,69,39.1
TRANSITION,1.41,10.5,2,62.1,1.78,6.1,92.6,27,92.6,0,N/A,1.24,15.8,48.3,29,62.1,31,35.5
Attacking Closeouts,0.95,3.5,2,38.5,1.02,4.1,42.9,14,42.9,0,N/A,0.83,2.7,33.3,3,66.7,9,22.2
Catch & Shoot,1.32,2.5,0,44.0,1.32,4.6,44.0,0,N/A,25,44.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.16,2.8,3,57.1,1.17,3.7,53.3,14,50.0,1,100.0,1.14,1.6,66.7,4,100.0,2,0.0
Cutting,1.47,4.9,2,71.1,1.56,8.1,72.2,36,72.2,0,N/A,0.5,0.9,50.0,1,100.0,1,0.0
Off. Rebounds,1.46,4.7,1,68.4,1.4,7.4,67.6,33,69.7,1,0.0,1.87,1.3,75.0,1,0.0,3,100.0
TOTAL,1.21,993,6.9,55.1,1.23,55.3,57.2,367,59.1,77,48.1,1.18,44.7,52.5,190,68.4,185,36.2
