,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.27,34.0,11,53.8,1.38,33.3,58.3,71,62.0,37,51.4,1.1,35.2,45.9,28,46.4,33,45.5
PNR Screener,1.75,0.7,1,100.0,2.0,0.5,100.0,2,100.0,0,N/A,1.5,0.9,100.0,0,N/A,1,100.0
DHO Ball Handler,0.96,13.9,6,41.4,1.06,14.2,44.9,33,45.5,16,43.8,0.78,13.4,33.3,13,46.2,8,12.5
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,1.1,1.9,0,50.0,1.02,1.3,50.0,4,50.0,0,N/A,1.17,2.7,50.0,4,50.0,2,50.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.1,22.9,11,50.9,0.91,22.2,45.1,54,53.7,17,17.6,1.39,24.3,61.0,23,73.9,18,44.4
TRANSITION,1.25,15.2,4,53.9,1.35,12.6,51.4,18,55.6,19,47.4,1.15,19.4,56.4,25,76.0,14,21.4
Attacking Closeouts,1.21,1.7,0,44.4,1.27,2.2,42.9,4,25.0,3,66.7,1.0,0.9,50.0,1,100.0,1,0.0
Catch & Shoot,0.78,3.9,0,26.1,0.82,6.0,27.3,0,N/A,22,27.3,0.0,0.5,0.0,0,N/A,1,0.0
Off Ball Screens,1.28,2.7,3,60.0,1.58,3.5,66.7,5,60.0,4,75.0,0.0,1.4,0.0,0,N/A,1,0.0
Cutting,1.0,2.4,1,53.8,1.08,3.6,58.3,12,58.3,0,N/A,0.0,0.5,0.0,0,N/A,1,0.0
Off. Rebounds,0.82,0.8,0,25.0,1.39,0.8,50.0,2,50.0,0,N/A,0.0,0.9,0.0,0,N/A,2,0.0
TOTAL,1.15,584,6.3,50.1,1.18,62.3,50.5,205,55.6,118,41.5,1.1,37.7,49.4,94,61.7,82,35.4
