,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,1.27,9.4,1,50.0,1.36,9.0,40.0,1,0.0,4,50.0,1.0,10.5,100.0,1,100.0,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.83,7.1,0,33.3,1.0,4.6,33.3,2,0.0,1,100.0,0.67,15.8,33.3,2,50.0,1,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,1.0,2.4,0,50.0,1.0,3.1,50.0,1,100.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.25,18.1,1,58.3,1.08,12.8,50.0,6,50.0,0,N/A,1.45,36.2,66.7,4,100.0,2,0.0
TRANSITION,1.42,11.8,2,71.4,1.02,9.0,66.7,3,66.7,0,N/A,2.0,21.1,75.0,1,100.0,3,66.7
Attacking Closeouts,1.04,8.0,1,50.0,1.02,9.0,50.0,4,50.0,0,N/A,1.14,4.6,N/A,0,N/A,0,N/A
Catch & Shoot,0.6,23.8,0,20.0,0.6,30.8,20.0,0,N/A,20,20.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,2.2,1,N/A,0.0,1.4,N/A,0,N/A,0,N/A,0.0,5.3,N/A,0,N/A,0,N/A
Cutting,1.24,15.3,1,63.6,1.29,16.7,66.7,9,66.7,0,N/A,1.0,10.5,50.0,2,50.0,0,N/A
Off. Rebounds,0.67,3.6,0,33.3,0.67,4.6,33.3,3,33.3,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.02,84,8.3,45.1,0.94,77.4,40.0,29,51.7,26,26.9,1.27,22.6,62.5,10,80.0,6,33.3
