,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.07,6.2,4,50.0,1.09,6.7,45.5,13,38.5,9,55.6,1.06,5.6,56.2,9,88.9,7,14.3
PNR Screener,1.17,8.8,7,56.2,1.22,10.3,53.1,22,54.5,10,50.0,1.08,7.0,62.5,9,88.9,7,28.6
DHO Ball Handler,1.5,0.3,1,100.0,0.0,0.3,N/A,0,N/A,0,N/A,3.0,0.3,100.0,0,N/A,1,100.0
DHO Screener,1.14,13.9,1,47.3,0.83,4.5,37.5,14,42.9,2,0.0,1.21,24.9,49.3,39,53.8,36,44.4
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,2.0,0.6,0,75.0,2.0,1.1,75.0,2,50.0,2,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.1,39.5,25,51.8,1.15,40.1,53.3,108,53.7,12,50.0,1.04,38.8,50.0,48,70.8,50,30.0
TRANSITION,1.57,11.7,2,69.6,1.81,6.5,95.5,22,95.5,0,N/A,1.47,17.6,57.4,23,69.6,24,45.8
Attacking Closeouts,0.76,3.8,1,30.4,0.86,4.4,38.5,13,38.5,0,N/A,0.6,3.1,20.0,1,0.0,9,22.2
Catch & Shoot,1.11,2.7,0,36.8,1.11,5.1,36.8,0,N/A,19,36.8,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.3,2.7,3,66.7,1.33,4.4,63.6,10,60.0,1,100.0,1.0,0.6,100.0,1,100.0,0,N/A
Cutting,1.37,4.3,2,69.6,1.45,7.2,68.2,22,68.2,0,N/A,0.67,0.9,100.0,1,100.0,0,N/A
Off. Rebounds,1.3,5.7,1,63.6,1.3,9.5,64.5,30,66.7,1,0.0,1.29,1.2,50.0,1,0.0,1,100.0
TOTAL,1.19,692,6.8,54.1,1.22,53.8,56.1,256,58.2,56,46.4,1.15,46.2,51.7,132,67.4,135,36.3
