,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.86,14.1,3,50.0,0.89,9.1,50.0,6,50.0,0,N/A,0.83,29.1,50.0,5,60.0,1,0.0
PNR Screener,0.8,4.3,1,50.0,0.8,5.7,50.0,4,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,1.67,2.6,0,66.7,2.0,1.1,100.0,1,100.0,0,N/A,1.5,6.9,50.0,0,N/A,2,50.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.98,38.0,7,52.9,0.9,41.0,44.8,24,50.0,5,20.0,1.3,29.1,100.0,4,100.0,1,100.0
TRANSITION,1.29,18.7,2,58.8,1.36,18.6,66.7,10,70.0,2,50.0,1.1,18.8,40.0,2,50.0,3,33.3
Attacking Closeouts,0.85,8.1,1,37.5,1.13,5.1,50.0,4,50.0,0,N/A,0.6,17.2,25.0,2,0.0,2,50.0
Catch & Shoot,1.1,8.6,0,40.0,1.1,11.5,40.0,1,100.0,9,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.82,2.1,0,50.0,0.82,2.8,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,4.3,0,100.0,2.0,5.7,100.0,5,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.07,116,12.1,53.7,1.08,75.0,53.4,57,59.6,16,31.2,1.02,25.0,54.5,13,61.5,9,44.4
