,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.65,24.1,2,28.1,0.57,20.0,26.3,12,25.0,7,28.6,0.77,36.1,30.8,8,25.0,5,40.0
PNR Screener,0.29,5.0,1,16.7,0.4,4.8,20.0,5,20.0,0,N/A,0.0,5.6,0.0,0,N/A,1,0.0
DHO Ball Handler,1.2,5.9,0,57.1,0.93,4.1,33.3,2,50.0,1,0.0,1.5,11.1,75.0,4,75.0,0,N/A
DHO Screener,1.27,4.5,0,60.0,1.33,2.9,66.7,3,66.7,0,N/A,1.2,9.2,50.0,1,100.0,1,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.89,17.6,1,36.4,0.82,19.8,31.6,15,33.3,4,25.0,1.25,11.1,66.7,1,100.0,2,50.0
TRANSITION,1.36,10.5,1,66.7,1.35,8.5,62.5,8,62.5,0,N/A,1.36,16.3,75.0,3,100.0,1,0.0
Attacking Closeouts,0.78,9.0,2,33.3,0.93,10.2,42.9,7,42.9,0,N/A,0.0,5.6,0.0,1,0.0,1,0.0
Catch & Shoot,0.63,13.5,0,21.1,0.63,18.1,21.1,0,N/A,19,21.1,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.68,3.1,0,25.0,0.68,4.2,25.0,1,100.0,3,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,1.4,0,100.0,2.0,1.9,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.89,5.6,1,50.0,0.85,5.6,40.0,4,25.0,1,100.0,1.0,5.6,100.0,1,100.0,0,N/A
TOTAL,0.85,141,5.7,37.1,0.81,74.5,34.0,59,40.7,35,22.9,0.97,25.5,46.7,19,57.9,11,27.3
