,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.0,19.9,1,38.5,0.8,20.8,31.6,13,15.4,6,66.7,1.52,17.9,57.1,3,66.7,4,50.0
PNR Screener,1.02,4.2,2,66.7,1.02,6.1,66.7,3,66.7,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.18,7.9,0,9.1,0.4,5.2,20.0,2,50.0,3,0.0,0.0,13.6,0.0,4,0.0,2,0.0
DHO Screener,0.5,5.7,0,25.0,0.0,4.2,0.0,4,0.0,0,N/A,1.0,9.1,50.0,3,66.7,1,0.0
DBL Ball Handler,0.67,2.1,0,33.3,N/A,0.0,N/A,0,N/A,0,N/A,0.67,6.8,33.3,1,100.0,2,0.0
DBL Screener,2.0,0.7,0,100.0,2.0,1.0,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.19,15.0,1,55.0,1.25,12.5,58.3,11,54.5,1,100.0,1.11,20.5,50.0,2,100.0,6,33.3
TRANSITION,1.27,7.9,1,70.0,1.33,6.2,80.0,5,80.0,0,N/A,1.2,11.4,60.0,4,75.0,1,0.0
Attacking Closeouts,0.67,10.7,1,35.7,0.44,9.4,25.0,5,40.0,3,0.0,1.0,13.6,50.0,3,100.0,3,0.0
Catch & Shoot,1.08,17.1,0,37.5,1.08,25.0,37.5,1,100.0,23,34.8,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.0,1.4,0,50.0,1.0,2.1,50.0,1,100.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.29,5.0,0,57.1,1.5,4.2,75.0,4,75.0,0,N/A,1.0,6.8,33.3,0,N/A,3,33.3
Off. Rebounds,1.2,3.6,0,60.0,1.5,4.2,75.0,4,75.0,0,N/A,0.0,2.3,0.0,1,0.0,0,N/A
TOTAL,0.96,140,4.3,42.5,0.96,68.6,42.9,54,48.1,37,35.1,0.96,31.4,41.9,21,61.9,22,22.7
