,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.02,19.1,1,39.1,1.36,15.9,53.8,8,62.5,5,40.0,0.63,25.0,20.0,3,33.3,7,14.3
PNR Screener,1.68,3.3,0,66.7,1.09,3.0,0.0,1,0.0,0,N/A,2.5,3.9,100.0,1,100.0,1,100.0
DHO Ball Handler,1.2,3.5,0,40.0,1.2,5.4,40.0,2,0.0,3,66.7,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.5,2.8,0,50.0,N/A,0.0,N/A,0,N/A,0,N/A,1.5,7.8,50.0,1,0.0,3,66.7
DBL Ball Handler,1.67,2.1,0,66.7,N/A,0.0,N/A,0,N/A,0,N/A,1.67,5.9,66.7,2,50.0,1,100.0
DBL Screener,1.5,1.4,0,50.0,1.5,2.2,50.0,1,0.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.01,16.5,5,52.9,1.0,15.1,54.5,9,44.4,2,100.0,1.02,19.1,50.0,1,100.0,5,40.0
TRANSITION,1.41,11.3,1,64.3,1.41,12.2,60.0,7,71.4,3,33.3,1.4,9.8,75.0,2,100.0,2,50.0
Attacking Closeouts,0.91,13.7,3,46.7,0.92,11.7,50.0,7,42.9,1,100.0,0.9,17.4,42.9,5,60.0,2,0.0
Catch & Shoot,1.06,11.8,0,35.3,0.94,17.2,31.2,0,N/A,16,31.2,3.0,2.0,100.0,0,N/A,1,100.0
Off Ball Screens,1.64,3.4,1,100.0,2.13,2.0,100.0,0,N/A,1,100.0,1.33,5.9,100.0,2,100.0,0,N/A
Cutting,1.58,7.5,1,87.5,1.58,11.6,87.5,8,87.5,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.39,4.0,0,50.0,2.13,4.0,100.0,2,100.0,0,N/A,0.0,3.9,0.0,1,0.0,1,0.0
TOTAL,1.19,144,8.3,51.7,1.25,64.6,53.2,45,57.8,32,46.9,1.09,35.4,48.8,18,61.1,23,39.1
