,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.17,21.5,3,47.1,0.78,20.5,32.4,24,25.0,10,50.0,1.93,24.0,76.5,8,75.0,9,77.8
PNR Screener,1.53,5.8,3,80.0,1.59,7.1,77.8,7,71.4,2,100.0,1.23,3.0,100.0,1,100.0,0,N/A
DHO Ball Handler,0.42,7.0,0,16.7,0.45,4.7,12.5,3,33.3,5,0.0,0.4,12.2,20.0,7,28.6,3,0.0
DHO Screener,0.67,5.5,1,30.8,0.57,3.7,28.6,7,28.6,0,N/A,0.76,9.6,33.3,3,66.7,3,0.0
DBL Ball Handler,1.25,1.5,0,50.0,N/A,0.0,N/A,0,N/A,0,N/A,1.25,4.9,50.0,1,100.0,3,33.3
DBL Screener,2.5,0.7,0,100.0,2.5,1.1,100.0,1,100.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.09,16.6,4,51.3,1.08,15.9,50.0,21,52.4,5,40.0,1.13,18.3,53.8,4,100.0,9,33.3
TRANSITION,1.38,5.7,1,66.7,1.39,5.0,71.4,7,71.4,0,N/A,1.36,7.2,60.0,4,75.0,1,0.0
Attacking Closeouts,1.03,10.1,2,47.8,0.93,9.7,42.9,7,57.1,7,28.6,1.22,11.0,55.6,4,100.0,5,20.0
Catch & Shoot,1.29,15.2,0,43.9,1.29,21.9,43.9,1,100.0,40,42.5,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.17,2.2,1,60.0,1.17,3.2,60.0,2,100.0,3,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.15,4.8,1,58.3,1.33,4.8,66.7,9,66.7,0,N/A,0.75,4.9,33.3,0,N/A,3,33.3
Off. Rebounds,1.2,3.7,0,50.0,1.2,2.7,60.0,5,60.0,0,N/A,1.2,6.1,40.0,2,0.0,3,66.7
TOTAL,1.13,269,5.9,47.9,1.09,69.5,46.1,94,50.0,73,41.1,1.22,30.5,52.1,34,67.6,39,38.5
