,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.08,22.3,6,44.3,0.72,19.7,30.3,47,27.7,19,36.8,1.66,28.0,67.5,22,63.6,18,72.2
PNR Screener,1.44,6.2,4,66.7,1.48,7.6,63.6,17,58.8,5,80.0,1.23,3.0,100.0,2,100.0,0,N/A
DHO Ball Handler,0.82,7.1,0,29.4,0.72,4.5,20.0,4,25.0,11,18.2,0.9,12.8,36.8,13,38.5,6,33.3
DHO Screener,0.87,5.3,2,37.5,0.85,3.5,41.7,12,41.7,0,N/A,0.89,9.6,33.3,3,66.7,9,22.2
DBL Ball Handler,1.71,1.3,0,71.4,2.0,0.5,100.0,2,100.0,0,N/A,1.6,3.0,60.0,1,100.0,4,50.0
DBL Screener,2.67,0.6,0,100.0,2.67,0.8,100.0,1,100.0,2,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.03,16.4,7,47.4,1.03,16.2,47.1,41,51.2,10,30.0,1.04,17.0,48.0,9,77.8,16,31.2
TRANSITION,1.46,5.7,2,66.7,1.5,5.2,69.2,13,69.2,0,N/A,1.37,7.1,62.5,7,71.4,1,0.0
Attacking Closeouts,1.1,10.1,4,47.7,0.96,10.1,40.7,15,46.7,12,33.3,1.41,10.3,58.8,7,85.7,10,40.0
Catch & Shoot,1.35,14.3,0,45.5,1.37,20.4,46.1,1,100.0,75,45.3,0.0,0.6,0.0,1,0.0,0,N/A
Off Ball Screens,1.0,2.2,2,50.0,1.0,3.2,50.0,3,100.0,7,28.6,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.89,5.2,3,48.0,0.96,6.2,50.0,22,50.0,0,N/A,0.6,3.0,33.3,0,N/A,3,33.3
Off. Rebounds,1.32,3.5,1,55.6,1.11,2.4,62.5,8,62.5,0,N/A,1.5,6.1,50.0,3,0.0,7,71.4
TOTAL,1.14,538,5.8,47.5,1.08,69.3,45.0,186,47.8,141,41.1,1.27,30.7,53.5,68,61.8,74,45.9
