,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.27,15.5,0,47.1,1.29,13.4,44.4,5,60.0,4,25.0,1.24,19.7,50.0,3,66.7,5,40.0
PNR Screener,0.81,7.5,3,50.0,1.02,9.1,50.0,3,66.7,3,33.3,0.0,4.4,N/A,0,N/A,0,N/A
DHO Ball Handler,0.51,6.0,1,16.7,0.0,3.4,0.0,2,0.0,1,0.0,0.82,10.8,33.3,1,100.0,2,0.0
DHO Screener,1.02,5.2,0,33.3,1.03,4.5,33.3,1,100.0,2,0.0,1.0,6.7,33.3,1,0.0,2,50.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.19,25.5,2,58.6,1.11,23.9,55.6,17,58.8,1,0.0,1.32,28.6,63.6,5,100.0,6,33.3
TRANSITION,0.91,16.6,3,50.0,0.76,16.6,45.5,8,62.5,3,0.0,1.21,16.5,57.1,4,100.0,3,0.0
Attacking Closeouts,0.82,3.7,0,25.0,1.39,3.3,50.0,2,50.0,0,N/A,0.0,4.4,0.0,0,N/A,2,0.0
Catch & Shoot,1.36,8.3,0,45.5,1.36,12.6,45.5,0,N/A,11,45.5,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.19,4.5,1,75.0,1.29,4.5,66.7,2,100.0,1,0.0,1.0,4.4,100.0,1,100.0,0,N/A
Cutting,1.36,4.5,1,75.0,1.02,5.6,66.7,3,66.7,0,N/A,3.0,2.2,100.0,0,N/A,1,100.0
Off. Rebounds,1.5,3.0,0,75.0,2.0,3.4,100.0,3,100.0,0,N/A,0.0,2.2,0.0,1,0.0,0,N/A
TOTAL,1.1,132,8.3,50.5,1.1,65.9,50.0,46,63.0,26,26.9,1.09,34.1,51.4,16,81.2,21,28.6
