,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.67,16.7,0,66.7,N/A,0.0,N/A,0,N/A,0,N/A,1.67,42.9,66.7,1,100.0,2,50.0
PNR Screener,2.0,11.1,0,100.0,2.0,18.2,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.0,5.6,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,14.3,0.0,1,0.0,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.67,16.7,0,66.7,2.0,9.1,100.0,1,100.0,0,N/A,1.5,28.6,50.0,0,N/A,2,50.0
TRANSITION,0.0,5.6,0,0.0,0.0,9.1,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Attacking Closeouts,0.0,5.6,0,0.0,0.0,9.1,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.0,16.7,0,33.3,1.0,27.3,33.3,0,N/A,3,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.5,22.2,0,25.0,0.67,27.3,33.3,3,33.3,0,N/A,0.0,14.3,0.0,0,N/A,1,0.0
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.06,18,0.0,44.4,1.0,61.1,45.5,8,50.0,3,33.3,1.14,38.9,42.9,2,50.0,5,40.0
