,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,1.33,6.2,0,66.7,2.0,8.3,100.0,1,100.0,0,N/A,1.0,5.6,50.0,2,50.0,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.62,16.7,0,25.0,0.0,8.3,0.0,1,0.0,0,N/A,0.71,19.4,28.6,1,100.0,6,16.7
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,0.0,2.1,0,0.0,0.0,8.3,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.07,38.8,4,50.0,1.06,15.7,0.0,1,0.0,0,N/A,1.07,46.6,54.5,5,80.0,6,33.3
TRANSITION,0.8,10.4,1,50.0,1.0,16.7,50.0,2,50.0,0,N/A,0.67,8.3,50.0,1,100.0,1,0.0
Attacking Closeouts,2.0,8.3,0,75.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,11.1,75.0,1,100.0,3,66.7
Catch & Shoot,1.0,6.2,0,33.3,1.0,25.0,33.3,0,N/A,3,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,2.1,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,2.8,N/A,0,N/A,0,N/A
Cutting,1.81,6.9,0,100.0,1.6,15.7,100.0,1,100.0,0,N/A,2.08,4.0,100.0,1,100.0,0,N/A
Off. Rebounds,0.0,4.2,0,0.0,0.0,8.3,0.0,1,0.0,0,N/A,0.0,2.8,0.0,0,N/A,1,0.0
TOTAL,1.02,48,12.5,46.2,0.94,25.0,36.4,8,37.5,3,33.3,1.05,75.0,50.0,11,81.8,17,29.4
