,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,1.35,26.1,1,57.1,1.03,24.2,33.3,3,33.3,0,N/A,1.6,27.8,75.0,2,50.0,2,100.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.3,29.4,0,50.0,0.0,12.5,0.0,2,0.0,0,N/A,1.62,44.4,62.5,3,66.7,5,60.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,3.0,2.9,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,5.6,100.0,0,N/A,1,100.0
TRANSITION,1.0,5.9,1,100.0,2.0,6.2,100.0,1,100.0,0,N/A,0.0,5.6,N/A,0,N/A,0,N/A
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.27,2.6,0,N/A,2.27,5.5,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.16,20.2,0,66.7,1.02,36.8,60.0,5,60.0,0,N/A,2.0,5.6,100.0,1,100.0,0,N/A
Off. Rebounds,1.4,14.7,1,75.0,0.67,18.8,50.0,2,50.0,0,N/A,2.5,11.1,100.0,1,100.0,1,100.0
TOTAL,1.36,34,8.8,62.1,0.96,47.1,46.2,13,46.2,0,N/A,1.72,52.9,75.0,7,71.4,9,77.8
