,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.07,17.7,2,44.4,1.22,18.0,48.9,35,48.6,12,50.0,0.74,17.1,36.0,13,53.8,12,16.7
PNR Screener,0.73,3.7,4,46.2,0.67,3.7,40.0,10,40.0,0,N/A,0.83,3.8,66.7,1,100.0,2,50.0
DHO Ball Handler,0.7,7.7,2,28.1,0.58,8.6,25.0,8,50.0,16,12.5,1.07,5.9,37.5,4,50.0,4,25.0
DHO Screener,0.71,5.9,0,26.9,1.32,1.7,50.0,4,50.0,0,N/A,0.57,14.6,22.7,7,42.9,15,13.3
DBL Ball Handler,0.0,0.4,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,1.3,0.0,0,N/A,2,0.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.71,17.3,9,31.8,0.75,19.1,33.3,41,31.7,7,42.9,0.61,13.6,27.8,4,75.0,14,14.3
TRANSITION,1.18,19.1,10,57.9,1.3,15.0,63.4,34,70.6,7,28.6,1.05,27.3,51.4,15,73.3,20,35.0
Attacking Closeouts,1.18,5.3,3,52.6,1.67,3.3,77.8,9,77.8,0,N/A,0.81,9.4,30.0,2,50.0,8,25.0
Catch & Shoot,0.81,12.9,0,27.4,0.81,19.3,27.4,1,100.0,61,26.2,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.86,1.9,2,50.0,0.72,2.6,40.0,2,50.0,3,33.3,2.0,0.6,100.0,1,100.0,0,N/A
Cutting,1.56,2.3,1,77.8,1.58,2.8,75.0,8,75.0,0,N/A,1.5,1.3,100.0,0,N/A,1,100.0
Off. Rebounds,1.3,5.8,1,55.0,1.38,6.1,66.7,11,72.7,1,0.0,1.12,5.1,37.5,0,N/A,8,37.5
TOTAL,0.95,479,7.1,41.4,1.01,67.2,43.3,163,53.4,107,28.0,0.84,32.8,37.6,47,61.7,86,24.4
