,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.2,22.0,1,50.0,1.24,24.7,50.0,4,50.0,2,50.0,1.0,14.3,50.0,1,100.0,1,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.33,11.3,1,20.0,0.5,10.3,25.0,2,50.0,2,0.0,0.0,14.3,0.0,1,0.0,0,N/A
DHO Screener,0.0,1.9,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,7.1,N/A,0,N/A,0,N/A
DBL Ball Handler,0.0,1.9,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,7.1,0.0,1,0.0,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.38,14.9,0,14.3,0.2,12.5,0.0,3,0.0,1,0.0,0.67,21.4,33.3,1,100.0,2,0.0
TRANSITION,0.92,20.5,0,40.0,0.75,20.5,37.5,7,42.9,1,0.0,1.39,20.6,50.0,1,100.0,1,0.0
Attacking Closeouts,0.6,9.4,0,20.0,0.75,10.3,25.0,0,N/A,4,25.0,0.0,7.1,0.0,0,N/A,1,0.0
Catch & Shoot,0.83,11.3,0,33.3,0.6,12.8,20.0,0,N/A,5,20.0,2.0,7.1,100.0,1,100.0,0,N/A
Off Ball Screens,2.17,5.2,0,100.0,2.27,4.5,N/A,0,N/A,0,N/A,2.0,7.1,100.0,1,100.0,0,N/A
Cutting,2.27,1.7,0,N/A,2.27,2.3,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.27,1.7,0,N/A,2.27,2.3,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.87,53,5.7,32.6,0.9,73.6,29.0,16,37.5,15,20.0,0.81,26.4,41.7,7,71.4,5,0.0
