,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.75,8.7,1,33.3,0.0,6.2,0.0,1,0.0,0,N/A,1.5,14.3,50.0,1,0.0,1,100.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.18,25.8,1,50.0,1.2,15.6,50.0,0,N/A,4,50.0,1.16,49.1,50.0,4,50.0,2,50.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.67,6.5,0,66.7,1.67,9.4,66.7,2,50.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,1.39,6.3,0,50.0,2.0,3.1,100.0,1,100.0,0,N/A,1.06,13.4,0.0,1,0.0,0,N/A
Attacking Closeouts,1.61,20.3,1,85.7,1.29,17.0,75.0,2,100.0,2,50.0,2.06,27.7,100.0,3,100.0,0,N/A
Catch & Shoot,1.5,21.7,0,50.0,1.5,31.2,50.0,0,N/A,10,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.5,8.7,1,33.3,0.5,12.5,33.3,1,100.0,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.0,4.3,0,50.0,1.0,6.2,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.27,46,8.7,55.0,1.2,69.6,53.6,9,66.7,19,47.4,1.43,30.4,58.3,9,55.6,3,66.7
