Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,35,11,19,4,1,2,44,37,9,2,6,23,14
shoot2FGM,19,5,10,1,1,2,27,25,3,1,3,14,8
shoot2FTA,5,6,6,0,0,0,26,9,4,0,8,2,0
shoot2FTM,4,4,5,0,0,0,20,6,2,0,7,2,0
shoot2TO,4,0,3,0,1,0,8,2,1,0,2,1,0
shoot3FGA,16,4,11,0,0,2,16,13,4,43,7,0,0
shoot3FGM,9,2,4,0,0,1,7,5,2,13,4,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,2,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,1,0,0
shoot3TO,2,0,0,0,0,0,1,0,1,0,0,0,0
pass2FGA,13,4,5,17,3,0,23,20,1,0,0,1,1
pass2FGM,5,4,1,9,3,0,16,17,1,0,0,1,0
pass2FTA,8,0,0,6,0,0,6,3,0,0,0,0,0
pass2FTM,5,0,0,5,0,0,6,2,0,0,0,0,0
pass2TO,1,3,0,1,0,0,3,3,1,0,1,1,1
pass3FGA,14,0,2,10,2,0,21,19,1,1,1,1,3
pass3FGM,3,0,1,4,1,0,7,9,1,1,0,1,2
pass3FTA,1,0,0,0,0,0,1,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,1,0,0,0,0,0,0
pass3TO,1,0,0,0,0,0,0,0,0,0,0,0,0
