Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,4,8,0,0,0,0,23,18,1,1,1,13,10
shoot2FGM,0,5,0,0,0,0,11,13,0,0,1,9,6
shoot2FTA,0,2,2,2,0,2,9,15,2,0,2,5,6
shoot2FTM,0,1,2,2,0,2,6,12,2,0,1,2,4
shoot2TO,0,0,0,0,0,0,3,2,0,0,0,0,0
shoot3FGA,0,1,1,1,0,0,5,1,1,17,0,0,0
shoot3FGM,0,1,0,0,0,0,3,0,1,4,0,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,1,0,0,0,0,0
pass2FGA,0,0,0,5,0,0,8,7,2,0,0,0,2
pass2FGM,0,0,0,1,0,0,6,5,2,0,0,0,0
pass2FTA,2,0,0,2,0,0,3,2,0,0,0,0,0
pass2FTM,1,0,0,2,0,0,2,1,0,0,0,0,0
pass2TO,0,1,0,1,0,0,3,2,0,0,0,1,0
pass3FGA,0,0,0,1,0,0,7,7,1,0,0,0,4
pass3FGM,0,0,0,0,0,0,5,2,0,0,0,0,2
pass3FTA,0,0,0,0,0,0,1,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,1,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,0,1,0,0,0,0,0
