,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,nan,N/A,,nan,nan,N/A,nan,nan,nan,nan,nan,nan,N/A,nan,nan,nan,nan,nan
PNR Screener,nan,N/A,,nan,nan,N/A,nan,nan,nan,nan,nan,nan,N/A,nan,nan,nan,nan,nan
DHO Ball Handler,nan,N/A,,nan,nan,N/A,nan,nan,nan,nan,nan,nan,N/A,nan,nan,nan,nan,nan
DHO Screener,nan,N/A,,nan,nan,N/A,nan,nan,nan,nan,nan,nan,N/A,nan,nan,nan,nan,nan
DBL Ball Handler,nan,N/A,,nan,nan,N/A,nan,nan,nan,nan,nan,nan,N/A,nan,nan,nan,nan,nan
DBL Screener,nan,N/A,,nan,nan,N/A,nan,nan,nan,nan,nan,nan,N/A,nan,nan,nan,nan,nan
ISOLATION,nan,N/A,,nan,nan,N/A,nan,nan,nan,nan,nan,nan,N/A,nan,nan,nan,nan,nan
TRANSITION,nan,N/A,,nan,nan,N/A,nan,nan,nan,nan,nan,nan,N/A,nan,nan,nan,nan,nan
Attacking Closeouts,nan,N/A,,nan,nan,N/A,nan,nan,nan,nan,nan,nan,N/A,nan,nan,nan,nan,nan
Catch & Shoot,nan,N/A,,nan,nan,N/A,nan,nan,nan,nan,nan,nan,N/A,nan,nan,nan,nan,nan
Off Ball Screens,nan,N/A,,nan,nan,N/A,nan,nan,nan,nan,nan,nan,N/A,nan,nan,nan,nan,nan
Cutting,nan,N/A,,nan,nan,N/A,nan,nan,nan,nan,nan,nan,N/A,nan,nan,nan,nan,nan
Off. Rebounds,nan,N/A,,nan,nan,N/A,nan,nan,nan,nan,nan,nan,N/A,nan,nan,nan,nan,nan
TOTAL,nan,0,,nan,nan,N/A,nan,0.0,nan,0.0,N/A,nan,N/A,nan,0.0,nan,0.0,nan
