,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.64,34.0,0,30.0,0.73,34.4,33.3,4,50.0,2,0.0,0.5,33.3,25.0,1,100.0,3,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,2.5,6.2,0,100.0,2.0,5.0,100.0,1,100.0,0,N/A,3.0,8.3,100.0,0,N/A,1,100.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.14,24.6,0,42.9,1.19,29.4,40.0,4,25.0,1,100.0,1.0,16.7,50.0,1,100.0,1,0.0
TRANSITION,1.0,18.8,1,60.0,0.67,15.0,33.3,1,100.0,2,0.0,1.33,25.0,100.0,2,100.0,0,N/A
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.2,15.6,0,40.0,0.0,15.0,0.0,0,N/A,3,0.0,3.0,16.7,100.0,0,N/A,2,100.0
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,3.1,0,100.0,2.0,5.0,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.07,32,3.1,46.7,0.87,62.5,36.8,11,54.5,8,12.5,1.42,37.5,63.6,4,100.0,7,42.9
