,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,2.0,7.1,0,100.0,2.0,8.7,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.7,21.0,0,80.0,1.5,17.4,75.0,4,75.0,0,N/A,2.13,37.6,100.0,0,N/A,1,100.0
TRANSITION,1.48,24.1,1,75.0,1.68,20.7,100.0,2,100.0,0,N/A,1.0,40.0,50.0,2,50.0,0,N/A
Attacking Closeouts,1.0,21.4,0,50.0,1.0,26.1,50.0,6,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.2,17.9,0,40.0,2.0,13.0,66.7,0,N/A,3,66.7,0.0,40.0,0.0,0,N/A,2,0.0
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,10.7,0,100.0,2.0,13.0,100.0,3,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,3.6,0,100.0,2.0,4.3,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.48,28,3.6,69.2,1.6,82.1,76.2,18,77.8,3,66.7,1.02,17.9,40.0,2,50.0,3,33.3
