,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.06,3.2,0,0.0,1.06,3.8,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,1.21,24.3,0,45.5,1.15,26.7,40.0,10,40.0,0,N/A,2.0,11.1,100.0,1,100.0,0,N/A
DHO Ball Handler,0.0,1.7,0,0.0,0.0,2.0,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.5,6.9,1,33.3,0.0,4.1,0.0,1,0.0,0,N/A,1.0,22.2,50.0,2,50.0,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.67,28.1,3,33.3,0.62,23.1,22.2,9,22.2,0,N/A,0.8,55.6,66.7,2,100.0,1,0.0
TRANSITION,1.89,12.8,0,66.7,1.84,13.3,66.7,3,66.7,0,N/A,2.27,9.8,N/A,0,N/A,0,N/A
Attacking Closeouts,2.0,1.7,0,100.0,2.0,2.0,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.5,6.9,0,50.0,1.5,8.2,50.0,0,N/A,4,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.69,15.3,0,87.5,1.65,16.1,85.7,7,85.7,0,N/A,2.0,11.1,100.0,1,100.0,0,N/A
Off. Rebounds,2.0,1.7,0,100.0,2.0,2.0,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.19,58,6.9,51.1,1.19,84.5,47.4,34,47.1,4,50.0,1.21,15.5,71.4,6,83.3,1,0.0
