,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.74,18.6,1,80.0,1.33,14.3,66.7,2,100.0,1,0.0,2.06,24.2,100.0,0,N/A,2,100.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,2.7,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,6.2,0.0,1,0.0,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.93,49.2,1,40.0,0.98,58.1,44.4,7,57.1,2,0.0,0.83,37.5,33.3,3,33.3,3,33.3
TRANSITION,1.36,17.9,1,66.7,1.65,17.3,100.0,1,100.0,0,N/A,1.0,18.8,50.0,0,N/A,2,50.0
Attacking Closeouts,2.0,2.7,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,6.2,100.0,1,100.0,0,N/A
Catch & Shoot,0.0,2.7,0,0.0,0.0,4.8,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,2.7,0,100.0,2.0,4.8,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.33,8.1,0,100.0,2.0,4.8,100.0,1,100.0,0,N/A,2.5,12.5,100.0,1,100.0,1,100.0
TOTAL,1.27,37,8.1,56.7,1.19,56.8,56.2,12,75.0,4,0.0,1.36,43.2,57.1,6,50.0,8,62.5
