,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.87,50.0,2,46.2,0.8,45.5,40.0,5,40.0,0,N/A,0.9,52.6,50.0,5,60.0,3,33.3
PNR Screener,0.0,3.3,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,5.3,0.0,0,N/A,1,0.0
DHO Ball Handler,0.0,6.7,0,0.0,0.0,9.1,0.0,1,0.0,0,N/A,0.0,5.3,0.0,1,0.0,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.67,10.0,0,33.3,0.0,9.1,0.0,1,0.0,0,N/A,1.0,10.5,50.0,1,100.0,1,0.0
TRANSITION,1.29,15.5,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,1.29,24.4,0.0,0,N/A,2,0.0
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.2,16.7,0,40.0,1.5,36.4,50.0,0,N/A,4,50.0,0.0,5.3,0.0,0,N/A,1,0.0
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.88,30,6.7,34.6,0.91,36.7,36.4,7,28.6,4,50.0,0.87,63.3,33.3,7,57.1,8,12.5
