,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.0,5.5,0,33.3,1.0,10.0,33.3,2,0.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,2.0,7.3,1,100.0,3.0,3.3,100.0,0,N/A,1,100.0,1.67,12.0,100.0,1,100.0,1,100.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,2.0,9.1,0,80.0,0.0,3.3,0.0,1,0.0,0,N/A,2.5,16.0,100.0,2,100.0,2,100.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.02,41.2,1,42.1,0.56,29.6,12.5,5,0.0,3,33.3,1.31,55.0,63.6,6,66.7,5,60.0
TRANSITION,1.84,11.9,0,66.7,2.0,6.7,100.0,2,100.0,0,N/A,1.77,18.1,0.0,0,N/A,1,0.0
Attacking Closeouts,0.0,3.6,0,0.0,0.0,6.7,0.0,2,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,3.6,0,0.0,0.0,6.7,0.0,0,N/A,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.63,8.7,0,0.0,0.63,15.9,0.0,3,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.51,6.0,0,50.0,1.51,11.1,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.33,5.5,0,66.7,1.33,10.0,66.7,2,100.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.21,55,3.6,46.7,0.87,54.5,29.6,19,26.3,8,37.5,1.62,45.5,72.2,9,77.8,9,66.7
