,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.41,5.9,0,100.0,1.14,3.3,N/A,0,N/A,0,N/A,2.87,8.4,100.0,0,N/A,2,100.0
PNR Screener,1.55,6.9,0,66.7,1.0,7.4,50.0,2,50.0,0,N/A,2.13,6.5,100.0,0,N/A,1,100.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.67,16.1,0,33.3,0.0,3.7,0.0,0,N/A,1,0.0,0.75,27.6,37.5,5,60.0,3,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.28,50.4,3,60.9,1.1,64.1,50.0,12,41.7,2,100.0,1.56,37.5,77.8,6,83.3,3,66.7
TRANSITION,0.0,10.7,0,0.0,0.0,3.7,0.0,1,0.0,0,N/A,0.0,17.2,0.0,1,0.0,4,0.0
Attacking Closeouts,0.0,1.8,1,N/A,0.0,3.7,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.5,3.6,0,50.0,1.5,7.4,50.0,0,N/A,2,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.0,3.6,0,50.0,2.0,3.7,100.0,1,100.0,0,N/A,0.0,3.4,0.0,0,N/A,1,0.0
Off. Rebounds,2.08,2.6,0,100.0,2.08,5.3,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.13,56,7.1,50.0,1.09,48.2,50.0,17,47.1,5,60.0,1.16,51.8,50.0,12,66.7,14,35.7
