,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.0,7.1,0,0.0,0.0,9.5,0.0,2,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,2.08,10.3,0,100.0,2.08,13.7,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.67,10.7,0,33.3,1.0,9.5,50.0,2,50.0,0,N/A,0.0,14.3,0.0,0,N/A,1,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.5,40.4,2,62.5,0.93,30.7,40.0,4,25.0,1,100.0,2.25,69.7,100.0,0,N/A,3,100.0
TRANSITION,1.5,14.3,0,75.0,2.0,9.5,100.0,2,100.0,0,N/A,1.0,28.6,50.0,2,50.0,0,N/A
Attacking Closeouts,2.27,3.1,0,N/A,2.27,4.2,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,3.6,0,0.0,0.0,4.8,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,3.6,0,100.0,2.0,4.8,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.67,10.7,0,33.3,0.67,14.3,33.3,3,33.3,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.27,28,7.1,54.2,1.13,75.0,50.0,16,50.0,2,50.0,1.65,25.0,66.7,2,50.0,4,75.0
