,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.0,3.5,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A,1.0,5.6,100.0,1,100.0,0,N/A
PNR Screener,1.0,12.3,1,50.0,1.5,9.5,50.0,1,0.0,1,100.0,0.8,13.9,50.0,2,100.0,2,0.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.89,12.1,0,83.3,N/A,0.0,N/A,0,N/A,0,N/A,1.89,19.1,83.3,4,75.0,2,100.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.17,34.5,2,53.3,1.32,39.6,66.7,6,66.7,0,N/A,1.06,31.4,44.4,4,75.0,5,20.0
TRANSITION,1.71,15.4,0,71.4,2.0,9.5,100.0,2,100.0,0,N/A,1.63,18.8,60.0,2,50.0,3,66.7
Attacking Closeouts,0.4,13.1,1,16.7,0.87,16.4,50.0,2,50.0,0,N/A,0.0,11.1,0.0,1,0.0,3,0.0
Catch & Shoot,0.0,1.8,0,0.0,0.0,4.8,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.0,3.5,1,100.0,1.0,9.5,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.27,1.5,0,N/A,2.27,4.2,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.81,4.8,0,100.0,1.6,9.0,100.0,1,100.0,0,N/A,2.27,2.4,N/A,0,N/A,0,N/A
TOTAL,1.23,57,10.5,56.8,1.3,36.8,66.7,13,69.2,2,50.0,1.19,63.2,51.7,14,71.4,15,33.3
