,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.08,6.4,0,100.0,2.08,13.7,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,0.75,17.8,1,42.9,1.33,14.3,66.7,3,66.7,0,N/A,0.4,20.8,25.0,2,50.0,2,0.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.0,20.0,0,44.4,1.0,9.5,50.0,2,50.0,0,N/A,1.0,29.2,42.9,4,50.0,3,33.3
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,0.0,2.2,0,0.0,0.0,4.8,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.15,30.8,1,50.0,1.02,28.0,50.0,4,50.0,0,N/A,1.25,33.3,50.0,4,50.0,4,50.0
TRANSITION,1.75,8.9,0,75.0,N/A,0.0,N/A,0,N/A,0,N/A,1.75,16.7,75.0,3,66.7,1,100.0
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,2.2,0,0.0,0.0,4.8,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.27,2.0,0,N/A,2.27,4.2,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,4.4,0,100.0,2.0,9.5,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,6.7,0,100.0,2.0,14.3,100.0,3,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.23,45,4.4,56.1,1.39,46.7,66.7,17,70.6,1,0.0,1.08,53.3,47.8,13,53.8,10,40.0
