,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,3.0,2.7,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,4.8,100.0,0,N/A,1,100.0
PNR Screener,0.67,8.1,0,33.3,N/A,0.0,N/A,0,N/A,0,N/A,0.67,14.3,33.3,2,50.0,1,0.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.5,10.8,0,75.0,N/A,0.0,N/A,0,N/A,0,N/A,1.5,19.0,75.0,3,100.0,1,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.08,47.7,2,46.2,1.16,48.5,75.0,4,75.0,0,N/A,1.01,47.0,33.3,3,33.3,6,33.3
TRANSITION,1.92,22.5,0,85.7,1.88,33.2,100.0,4,100.0,0,N/A,2.0,14.3,66.7,1,0.0,2,100.0
Attacking Closeouts,2.0,5.4,0,100.0,2.0,6.2,100.0,1,100.0,0,N/A,2.0,4.8,100.0,1,100.0,0,N/A
Catch & Shoot,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.06,5.1,0,0.0,1.06,11.8,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,2.7,0,0.0,0.0,6.2,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.34,37,5.4,59.4,1.36,43.2,72.7,11,72.7,0,N/A,1.33,56.8,52.4,10,60.0,11,45.5
