,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.33,20.0,1,100.0,1.0,18.2,100.0,1,100.0,0,N/A,2.0,25.0,100.0,1,100.0,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.35,19.2,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.35,72.0,0.0,0,N/A,2,0.0
TRANSITION,1.8,25.9,0,66.7,1.8,35.3,66.7,1,100.0,2,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Attacking Closeouts,0.67,20.0,0,33.3,1.0,18.2,50.0,2,50.0,0,N/A,0.0,25.0,0.0,0,N/A,1,0.0
Catch & Shoot,0.0,20.0,0,0.0,0.0,27.3,0.0,0,N/A,3,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.27,5.9,0,N/A,2.27,8.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.96,15,6.7,38.5,1.11,73.3,44.4,4,75.0,5,20.0,0.61,26.7,25.0,1,100.0,3,0.0
