,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.76,14.9,3,33.3,0.94,12.4,33.3,6,33.3,3,33.3,0.5,21.1,33.3,5,40.0,1,0.0
PNR Screener,0.87,5.2,1,60.0,0.82,5.1,66.7,3,66.7,0,N/A,1.0,5.3,50.0,2,50.0,0,N/A
DHO Ball Handler,1.17,4.5,0,50.0,0.0,3.2,0.0,3,0.0,0,N/A,2.33,7.9,100.0,2,100.0,1,100.0
DHO Screener,1.0,3.0,0,50.0,2.0,2.1,100.0,2,100.0,0,N/A,0.0,5.3,0.0,2,0.0,0,N/A
DBL Ball Handler,0.0,0.8,0,0.0,0.0,1.1,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.9,22.6,3,37.5,0.83,25.5,33.3,16,37.5,5,20.0,1.19,15.5,66.7,1,100.0,2,50.0
TRANSITION,1.33,18.1,1,50.0,1.37,16.1,55.6,3,100.0,6,33.3,1.26,23.1,42.9,1,100.0,6,33.3
Attacking Closeouts,1.0,13.6,4,45.5,0.88,14.4,33.3,9,33.3,0,N/A,1.35,11.7,100.0,1,100.0,1,100.0
Catch & Shoot,1.39,8.1,1,50.0,1.78,8.3,57.1,0,N/A,7,57.1,0.35,7.6,0.0,0,N/A,1,0.0
Off Ball Screens,1.5,3.0,0,50.0,1.0,3.2,33.3,0,N/A,3,33.3,3.0,2.6,100.0,0,N/A,1,100.0
Cutting,1.74,4.3,0,75.0,1.47,5.0,66.7,3,66.7,0,N/A,3.0,2.6,100.0,0,N/A,1,100.0
Off. Rebounds,2.0,3.0,0,100.0,2.0,4.2,100.0,4,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.1,133,9.8,47.1,1.09,71.4,44.6,50,48.0,24,37.5,1.13,28.6,53.6,14,57.1,14,50.0
