,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.22,23.1,0,53.8,1.3,13.7,60.0,6,83.3,4,25.0,1.18,37.8,50.0,7,71.4,9,33.3
PNR Screener,1.02,4.1,0,50.0,1.02,6.7,50.0,3,66.7,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.33,5.0,0,16.7,0.0,4.1,0.0,2,0.0,1,0.0,0.67,6.4,33.3,2,50.0,1,0.0
DHO Screener,0.0,3.3,0,0.0,0.0,1.4,0.0,1,0.0,0,N/A,0.0,6.4,0.0,2,0.0,1,0.0
DBL Ball Handler,0.0,0.8,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,2.1,0.0,0,N/A,1,0.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.8,19.8,4,44.4,0.78,17.6,45.5,11,45.5,0,N/A,0.83,23.1,42.9,2,50.0,5,40.0
TRANSITION,0.57,7.3,0,14.3,0.2,6.7,0.0,4,0.0,0,N/A,1.03,8.3,33.3,1,0.0,2,50.0
Attacking Closeouts,0.85,11.8,2,30.0,1.1,11.2,33.3,5,20.0,1,100.0,0.5,12.8,25.0,2,0.0,2,50.0
Catch & Shoot,0.79,15.8,0,26.3,0.79,26.0,26.3,0,N/A,19,26.3,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,3.0,0.8,0,100.0,3.0,1.4,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.24,7.4,0,62.5,1.31,9.4,66.7,6,66.7,0,N/A,1.0,4.3,50.0,1,100.0,1,0.0
Off. Rebounds,1.0,1.7,1,100.0,1.0,2.7,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.89,120,5.8,39.0,0.91,60.8,39.4,39,46.2,27,29.6,0.86,39.2,38.5,17,47.1,22,31.8
