Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,6,6,0,4,0,1,27,5,5,0,3,8,9
shoot2FGM,2,2,0,1,0,1,14,5,1,0,0,5,6
shoot2FTA,0,4,0,0,0,0,17,1,2,0,6,3,0
shoot2FTM,0,3,0,0,0,0,11,0,1,0,5,3,0
shoot2TO,1,0,1,0,0,0,3,1,0,0,1,0,0
shoot3FGA,3,2,0,0,0,1,9,0,0,5,1,0,1
shoot3FGM,3,1,0,0,0,1,4,0,0,1,1,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,1,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,2,4,0,16,0,0,16,5,0,0,0,1,1
pass2FGM,2,4,0,9,0,0,10,5,0,0,0,1,0
pass2FTA,0,0,0,6,0,0,8,9,0,0,0,0,0
pass2FTM,0,0,0,5,0,0,5,9,0,0,0,0,0
pass2TO,0,2,0,0,0,0,0,0,0,0,0,1,1
pass3FGA,2,1,0,10,0,0,15,5,1,0,0,0,0
pass3FGM,0,1,0,6,0,0,4,3,1,0,0,0,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,1,0,0,0,0,0,0
