,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.4,12.5,1,56.2,1.19,6.5,40.0,3,33.3,2,50.0,1.5,22.6,63.6,4,75.0,7,57.1
PNR Screener,1.94,7.2,1,87.5,1.87,6.5,80.0,4,75.0,1,100.0,2.03,8.4,100.0,1,100.0,2,100.0
DHO Ball Handler,0.67,7.3,1,33.3,0.83,9.4,37.5,3,100.0,5,0.0,0.0,3.8,0.0,0,N/A,1,0.0
DHO Screener,0.57,4.9,0,28.6,N/A,0.0,N/A,0,N/A,0,N/A,0.57,13.2,28.6,2,100.0,5,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.95,25.8,3,46.7,0.53,22.9,23.5,15,26.7,2,0.0,1.47,30.8,76.9,11,72.7,2,100.0
TRANSITION,2.22,18.3,1,94.7,2.01,18.2,90.9,8,87.5,3,100.0,2.56,18.4,100.0,3,100.0,5,100.0
Attacking Closeouts,0.0,1.4,2,N/A,0.0,2.2,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.86,9.8,0,64.3,1.85,14.4,61.5,0,N/A,13,61.5,2.0,1.9,100.0,1,100.0,0,N/A
Off Ball Screens,2.0,0.7,0,100.0,2.0,1.1,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.5,9.3,0,75.0,1.46,13.7,72.7,11,72.7,0,N/A,2.0,1.9,100.0,1,100.0,0,N/A
Off. Rebounds,0.61,3.4,0,25.0,0.61,5.4,25.0,4,25.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.39,143,6.3,60.8,1.28,62.9,54.7,49,57.1,26,50.0,1.57,37.1,71.1,23,82.6,22,59.1
