,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,0.83,11.8,1,40.0,1.0,6.1,50.0,2,50.0,0,N/A,0.75,22.2,33.3,0,N/A,3,33.3
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.0,2.0,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,5.6,0.0,0,N/A,1,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,2.0,2.0,0,100.0,2.0,3.0,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.0,7.8,0,50.0,1.0,12.1,50.0,3,66.7,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,1.57,15.0,0,60.0,0.0,3.0,0.0,0,N/A,1,0.0,1.81,36.9,75.0,3,100.0,1,0.0
Attacking Closeouts,1.67,5.9,0,66.7,2.0,3.0,100.0,1,100.0,0,N/A,1.5,11.1,50.0,0,N/A,2,50.0
Catch & Shoot,0.95,41.2,0,33.3,0.95,63.6,33.3,1,100.0,20,30.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.67,5.9,0,33.3,2.0,3.0,100.0,1,100.0,0,N/A,0.0,11.1,0.0,0,N/A,2,0.0
Off. Rebounds,1.39,11.3,1,66.7,1.04,8.7,50.0,2,50.0,0,N/A,1.74,16.0,100.0,0,N/A,1,100.0
TOTAL,1.11,51,3.9,43.5,1.03,64.7,42.4,11,72.7,22,27.3,1.24,35.3,46.2,3,100.0,10,30.0
