,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.83,19.4,0,33.3,1.67,13.6,66.7,1,100.0,2,50.0,0.0,33.3,0.0,0,N/A,3,0.0
PNR Screener,3.0,3.2,0,100.0,3.0,4.5,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.0,6.5,0,50.0,0.0,4.5,0.0,1,0.0,0,N/A,2.0,11.1,100.0,1,100.0,0,N/A
TRANSITION,0.5,19.4,0,16.7,0.6,22.7,20.0,2,0.0,3,33.3,0.0,11.1,0.0,0,N/A,1,0.0
Attacking Closeouts,1.5,17.2,0,75.0,2.0,4.5,100.0,1,100.0,0,N/A,1.39,48.0,66.7,2,100.0,1,0.0
Catch & Shoot,1.64,35.5,1,60.0,1.64,50.0,60.0,0,N/A,10,60.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.25,31,3.2,48.3,1.41,71.0,52.4,5,40.0,16,56.2,0.86,29.0,37.5,3,100.0,5,0.0
