,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.07,20.6,20,50.0,1.05,19.7,46.2,70,50.0,34,38.2,1.1,22.9,59.5,25,64.0,17,52.9
PNR Screener,0.97,4.8,11,60.0,0.99,4.7,58.3,20,65.0,4,25.0,0.92,5.1,66.7,1,100.0,5,60.0
DHO Ball Handler,0.96,5.3,4,38.5,1.03,5.4,37.5,9,33.3,23,39.1,0.77,5.0,42.9,4,50.0,3,33.3
DHO Screener,1.03,4.7,2,38.9,0.69,0.9,33.3,2,50.0,1,0.0,1.09,14.7,39.4,8,37.5,25,40.0
DBL Ball Handler,1.02,0.6,0,25.0,0.75,0.6,25.0,2,0.0,2,50.0,2.27,0.4,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.95,29.3,23,44.0,0.79,31.3,36.0,136,40.4,25,12.0,1.49,24.0,70.8,25,76.0,23,65.2
TRANSITION,1.55,10.2,8,75.7,1.46,8.1,72.5,30,80.0,10,50.0,1.66,15.5,80.0,16,93.8,14,64.3
Attacking Closeouts,1.33,5.5,4,62.5,1.28,6.0,59.4,26,61.5,6,50.0,1.5,4.2,75.0,4,75.0,4,75.0
Catch & Shoot,1.85,8.9,2,64.9,1.82,11.9,63.9,3,100.0,69,62.3,2.43,1.2,100.0,0,N/A,2,100.0
Off Ball Screens,1.12,1.9,1,46.7,1.2,2.4,46.7,4,75.0,11,36.4,0.0,0.4,N/A,0,N/A,0,N/A
Cutting,1.25,4.6,3,66.7,1.34,5.0,72.0,25,72.0,0,N/A,0.9,3.3,40.0,3,33.3,2,50.0
Off. Rebounds,1.16,3.7,2,52.0,1.43,3.8,63.2,19,63.2,0,N/A,0.38,3.4,16.7,3,0.0,3,33.3
TOTAL,1.17,859,9.3,52.8,1.13,72.4,49.9,346,52.9,185,44.3,1.26,27.6,61.0,89,67.4,98,55.1
