,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.03,15.9,7,48.1,0.91,10.9,43.5,14,57.1,9,22.2,1.13,25.9,51.7,13,76.9,16,31.2
PNR Screener,1.46,5.6,4,75.0,1.64,5.4,75.0,8,87.5,4,50.0,1.12,6.0,75.0,0,N/A,4,75.0
DHO Ball Handler,2.0,1.0,0,75.0,2.0,1.1,66.7,0,N/A,3,66.7,2.0,0.7,100.0,1,100.0,0,N/A
DHO Screener,1.67,0.7,0,66.7,N/A,0.0,N/A,0,N/A,0,N/A,1.67,2.2,66.7,1,100.0,2,50.0
DBL Ball Handler,1.2,1.2,0,60.0,0.67,1.1,33.3,3,33.3,0,N/A,2.0,1.5,100.0,2,100.0,0,N/A
DBL Screener,2.0,0.5,0,100.0,2.0,0.7,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.9,20.2,9,42.2,1.02,17.7,48.6,30,46.7,7,57.1,0.74,25.3,33.3,13,61.5,14,7.1
TRANSITION,1.05,17.2,8,46.2,0.95,15.6,40.6,21,47.6,11,27.3,1.2,20.5,55.0,10,80.0,10,30.0
Attacking Closeouts,1.12,13.6,5,52.3,1.0,15.1,50.0,26,61.5,6,0.0,1.47,10.7,58.3,2,100.0,10,50.0
Catch & Shoot,0.73,13.8,2,25.9,0.74,19.6,25.5,0,N/A,51,25.5,0.67,2.2,33.3,1,100.0,2,0.0
Off Ball Screens,0.71,1.7,1,33.3,1.0,1.8,40.0,4,25.0,1,100.0,0.0,1.5,0.0,1,0.0,0,N/A
Cutting,1.26,4.5,1,66.7,1.42,6.0,76.9,13,76.9,0,N/A,0.0,1.5,0.0,2,0.0,0,N/A
Off. Rebounds,1.55,4.1,1,78.6,1.74,5.1,83.3,12,83.3,0,N/A,0.67,2.2,50.0,1,100.0,1,0.0
TOTAL,1.05,405,9.4,47.7,1.05,66.9,47.1,133,59.4,92,29.3,1.06,33.1,49.1,47,72.3,59,30.5
