,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.0,1.9,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,9.1,0.0,1,0.0,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.7,38.2,2,35.3,0.76,38.7,38.5,6,66.7,7,14.3,0.5,36.4,25.0,2,50.0,2,0.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.0,1.9,0,0.0,0.0,2.4,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,0.86,13.5,1,50.0,1.0,9.8,50.0,3,66.7,1,0.0,0.67,27.3,50.0,1,100.0,1,0.0
Attacking Closeouts,1.5,7.7,1,100.0,2.0,7.3,100.0,3,100.0,0,N/A,0.0,9.1,N/A,0,N/A,0,N/A
Catch & Shoot,0.6,19.2,0,20.0,0.6,24.4,20.0,0,N/A,10,20.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.8,9.6,1,50.0,0.5,9.8,33.3,2,50.0,1,0.0,2.0,9.1,100.0,1,100.0,0,N/A
Cutting,1.0,7.7,1,66.7,1.33,7.3,66.7,3,66.7,0,N/A,0.0,9.1,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,1.9,0,0.0,0.0,2.4,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.76,52,11.5,39.1,0.81,78.8,39.5,18,66.7,20,15.0,0.55,21.2,37.5,5,60.0,3,0.0
