,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.0,1.1,0,0.0,0.0,1.8,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,0.7,14.0,2,40.0,0.4,18.0,25.0,8,25.0,0,N/A,1.67,8.1,100.0,1,100.0,1,100.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.67,27.4,0,26.1,1.32,9.7,50.0,4,50.0,0,N/A,0.5,53.7,21.1,7,42.9,12,8.3
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.82,26.4,3,45.0,0.78,35.1,43.8,16,43.8,0,N/A,1.0,13.5,50.0,2,50.0,2,50.0
TRANSITION,0.8,16.3,2,46.2,1.11,16.4,62.5,8,62.5,0,N/A,0.33,16.2,20.0,2,50.0,3,0.0
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.67,3.3,0,33.3,0.67,5.5,33.3,1,100.0,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.06,2.0,0,0.0,1.06,3.4,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.93,10.5,1,33.3,1.6,10.3,100.0,2,100.0,0,N/A,0.0,10.8,0.0,0,N/A,4,0.0
TOTAL,0.76,92,8.7,36.4,0.89,59.8,44.2,41,46.3,2,0.0,0.58,40.2,26.5,12,50.0,22,13.6
