,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.1,28.0,0,100.0,2.13,26.9,100.0,1,100.0,1,100.0,2.0,33.3,100.0,1,100.0,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,17.6,0,0.0,0.0,21.4,0.0,1,0.0,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,0.0,5.9,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,33.3,0.0,1,0.0,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.0,5.9,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,33.3,0.0,0,N/A,1,0.0
TRANSITION,0.5,23.5,0,25.0,0.5,28.6,25.0,4,25.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Attacking Closeouts,1.5,11.8,0,50.0,1.5,14.3,50.0,0,N/A,2,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.27,5.2,0,N/A,2.27,6.3,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.27,5.2,0,N/A,2.27,6.3,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.08,17,0.0,35.7,1.17,82.4,36.4,6,33.3,5,40.0,0.67,17.6,33.3,2,50.0,1,0.0
