,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.1,33.0,2,62.5,1.27,32.8,80.0,4,100.0,1,0.0,0.67,33.3,33.3,1,100.0,2,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.84,25.2,1,33.3,1.62,18.0,66.7,3,66.7,0,N/A,0.0,44.4,0.0,1,0.0,2,0.0
TRANSITION,1.8,11.8,0,66.7,1.39,12.0,50.0,2,50.0,0,N/A,3.0,11.1,100.0,0,N/A,1,100.0
Attacking Closeouts,1.04,17.5,1,33.3,1.04,24.0,33.3,3,33.3,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.5,6.1,0,50.0,1.5,8.3,50.0,0,N/A,2,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.0,6.1,0,50.0,1.0,8.3,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.0,3.0,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,11.1,0.0,1,0.0,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.09,33,12.1,48.0,1.29,72.7,58.8,14,64.3,3,33.3,0.56,27.3,25.0,3,33.3,5,20.0
