,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.95,16.4,1,38.1,0.83,13.9,27.3,7,28.6,4,25.0,1.09,20.8,50.0,5,60.0,5,40.0
PNR Screener,1.0,2.7,0,50.0,1.0,4.2,50.0,4,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.92,8.1,1,36.4,0.8,10.5,33.3,2,50.0,7,28.6,1.5,3.8,50.0,0,N/A,2,50.0
DHO Screener,0.89,6.1,0,33.3,N/A,0.0,N/A,0,N/A,0,N/A,0.89,17.0,33.3,2,50.0,7,28.6
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.69,16.6,2,26.3,0.86,18.4,30.8,10,30.0,3,33.3,0.29,13.2,16.7,1,100.0,5,0.0
TRANSITION,1.11,24.9,4,59.4,1.38,19.9,70.6,13,84.6,4,25.0,0.83,34.0,46.7,7,85.7,8,12.5
Attacking Closeouts,0.0,2.7,0,0.0,0.0,1.1,0.0,1,0.0,0,N/A,0.0,5.7,0.0,0,N/A,3,0.0
Catch & Shoot,0.63,12.8,0,21.1,0.63,20.0,21.1,0,N/A,19,21.1,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.5,2.7,2,50.0,0.5,4.2,50.0,1,100.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.33,2.0,1,100.0,2.0,2.1,100.0,2,100.0,0,N/A,0.0,1.9,N/A,0,N/A,0,N/A
Off. Rebounds,1.11,5.5,1,50.0,0.99,6.4,50.0,2,50.0,0,N/A,1.5,3.8,50.0,0,N/A,2,50.0
TOTAL,0.88,148,8.1,39.4,0.92,64.2,40.0,42,54.8,38,23.7,0.81,35.8,38.3,15,73.3,32,21.9
