,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.11,18.3,0,46.4,1.3,19.2,52.6,15,46.7,4,75.0,0.67,16.4,33.3,4,75.0,5,0.0
PNR Screener,1.17,3.7,2,75.0,0.67,2.8,50.0,2,50.0,0,N/A,1.67,5.5,100.0,1,100.0,1,100.0
DHO Ball Handler,0.64,10.6,0,26.7,0.58,12.7,25.0,4,75.0,8,0.0,0.87,6.3,33.3,2,50.0,1,0.0
DHO Screener,0.6,8.2,0,25.0,1.23,2.3,50.0,2,50.0,0,N/A,0.46,19.8,20.0,3,66.7,7,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.61,15.1,3,31.6,0.55,17.0,28.6,12,33.3,2,0.0,0.79,11.5,40.0,2,100.0,3,0.0
TRANSITION,1.04,14.7,3,57.1,1.33,11.1,66.7,11,72.7,1,0.0,0.75,21.8,44.4,4,75.0,5,20.0
Attacking Closeouts,1.37,9.0,2,60.0,1.7,5.4,80.0,5,80.0,0,N/A,1.14,15.9,40.0,1,0.0,4,50.0
Catch & Shoot,0.91,13.5,0,31.8,0.91,20.4,31.8,1,100.0,21,28.6,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.76,0.8,0,N/A,0.76,1.2,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.84,3.0,0,75.0,1.55,3.6,66.7,3,66.7,0,N/A,3.0,1.8,100.0,0,N/A,1,100.0
Off. Rebounds,1.84,4.0,0,66.7,1.63,5.1,50.0,1,100.0,1,0.0,3.0,1.8,100.0,0,N/A,1,100.0
TOTAL,0.98,163,6.1,42.8,1.03,66.3,44.1,56,57.1,37,24.3,0.88,33.7,40.0,17,70.6,28,21.4
