,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.22,12.6,6,66.7,1.38,4.8,71.4,5,80.0,2,50.0,1.16,29.9,64.7,11,63.6,6,66.7
PNR Screener,2.5,0.8,0,100.0,2.5,1.2,100.0,1,100.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.8,2.1,0,80.0,N/A,0.0,N/A,0,N/A,0,N/A,1.8,6.7,80.0,4,75.0,1,100.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,1.33,1.2,0,66.7,N/A,0.0,N/A,0,N/A,0,N/A,1.33,4.0,66.7,3,66.7,0,N/A
DBL Screener,1.06,0.8,0,0.0,1.06,1.1,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.9,48.3,14,42.9,0.94,55.7,43.8,64,48.4,9,11.1,0.75,31.8,38.9,8,50.0,10,30.0
TRANSITION,1.32,15.6,3,63.3,1.33,15.8,68.4,17,76.5,2,0.0,1.31,15.3,54.5,6,66.7,5,40.0
Attacking Closeouts,1.05,9.9,3,43.8,1.19,9.6,41.7,11,45.5,1,0.0,0.76,10.5,50.0,3,33.3,1,100.0
Catch & Shoot,1.31,5.4,0,46.2,1.17,7.2,41.7,1,100.0,11,36.4,3.0,1.3,100.0,0,N/A,1,100.0
Off Ball Screens,0.0,2.1,1,0.0,0.0,2.4,0.0,3,0.0,1,0.0,0.0,1.3,N/A,0,N/A,0,N/A
Cutting,1.0,0.8,0,50.0,1.0,1.2,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,0.8,0,100.0,2.0,1.2,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.07,242,11.2,50.8,1.07,69.0,48.5,106,54.7,28,25.0,1.07,31.0,55.9,35,60.0,24,50.0
