,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.17,39.6,1,57.1,1.25,38.1,62.5,8,62.5,0,N/A,1.08,41.3,50.0,4,50.0,2,50.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,2.6,0,0.0,0.0,4.8,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,0.67,7.7,0,33.3,1.0,9.5,50.0,2,50.0,0,N/A,0.0,5.6,0.0,0,N/A,1,0.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.4,16.5,0,66.7,1.0,14.3,33.3,0,N/A,3,33.3,1.74,19.1,100.0,3,100.0,0,N/A
TRANSITION,1.4,12.8,0,60.0,2.0,4.8,100.0,1,100.0,0,N/A,1.25,22.2,50.0,2,50.0,2,50.0
Attacking Closeouts,1.0,12.8,0,40.0,1.0,9.5,50.0,2,50.0,0,N/A,1.0,16.7,33.3,2,0.0,1,100.0
Catch & Shoot,0.0,5.1,0,0.0,0.0,9.5,0.0,0,N/A,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.0,2.6,0,0.0,0.0,4.8,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,2.6,0,0.0,0.0,4.8,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.03,39,2.6,47.4,0.9,53.8,42.9,16,50.0,5,20.0,1.17,46.2,52.9,11,54.5,6,50.0
