,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.98,25.2,1,47.4,1.11,18.4,55.6,9,55.6,0,N/A,0.87,35.8,40.0,8,37.5,2,50.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,1.5,2.5,0,50.0,N/A,0.0,N/A,0,N/A,0,N/A,1.5,6.2,50.0,0,N/A,2,50.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.4,12.2,1,12.5,0.0,14.3,0.0,2,0.0,4,0.0,1.39,9.0,50.0,2,50.0,0,N/A
TRANSITION,1.78,24.9,2,87.5,1.92,21.3,88.9,4,100.0,5,80.0,1.64,30.5,85.7,5,100.0,2,50.0
Attacking Closeouts,0.58,14.8,4,37.5,0.88,16.3,60.0,4,50.0,1,100.0,0.0,12.5,0.0,2,0.0,1,0.0
Catch & Shoot,1.0,18.5,0,33.3,1.07,28.6,35.7,0,N/A,14,35.7,0.0,3.1,0.0,0,N/A,1,0.0
Off Ball Screens,0.0,1.2,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,3.1,N/A,0,N/A,0,N/A
Cutting,0.0,1.2,0,0.0,0.0,2.0,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.04,81,11.1,47.8,1.05,60.5,47.7,20,55.0,24,41.7,1.03,39.5,48.0,17,52.9,8,37.5
