,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.5,5.0,0,100.0,2.5,6.5,100.0,1,100.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,5.0,0,0.0,0.0,6.5,0.0,0,N/A,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.0,7.5,1,50.0,1.5,6.5,50.0,1,0.0,1,100.0,0.0,11.1,N/A,0,N/A,0,N/A
TRANSITION,1.03,19.4,0,33.3,0.26,12.5,0.0,0,N/A,3,0.0,1.8,43.1,66.7,2,50.0,1,100.0
Attacking Closeouts,0.67,22.5,2,42.9,0.67,19.4,40.0,5,40.0,0,N/A,0.67,33.3,50.0,1,100.0,1,0.0
Catch & Shoot,1.6,37.5,0,53.3,1.6,48.4,53.3,0,N/A,15,53.3,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,2.5,0,0.0,0.0,3.2,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.0,2.5,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,11.1,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,2.5,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,11.1,0.0,1,0.0,0,N/A
TOTAL,1.1,40,10.0,44.4,1.16,77.5,43.3,8,37.5,22,45.5,0.91,22.5,50.0,4,50.0,2,50.0
