,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.34,15.1,4,60.0,1.25,15.0,55.3,31,58.1,7,42.9,1.52,15.2,70.6,8,75.0,9,66.7
PNR Screener,1.2,5.1,4,60.0,1.5,5.2,63.6,6,66.7,5,60.0,0.57,4.9,50.0,2,100.0,2,0.0
DHO Ball Handler,0.82,5.1,1,35.0,0.86,4.9,35.7,10,30.0,4,50.0,0.76,5.5,33.3,2,100.0,4,0.0
DHO Screener,1.24,4.2,0,50.0,1.02,2.1,40.0,3,66.7,2,0.0,1.35,8.3,54.5,6,50.0,5,60.0
DBL Ball Handler,1.04,0.7,0,50.0,1.04,1.0,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.21,24.6,8,55.1,1.17,21.7,54.5,44,56.8,11,45.5,1.27,30.3,55.9,15,73.3,19,42.1
TRANSITION,1.11,19.4,7,52.2,1.09,16.5,52.6,27,59.3,11,36.4,1.14,25.2,51.6,16,75.0,15,26.7
Attacking Closeouts,0.88,4.2,1,28.6,1.17,3.9,42.9,6,50.0,1,0.0,0.43,4.9,14.3,1,0.0,6,16.7
Catch & Shoot,0.95,8.9,0,31.6,0.95,13.4,31.6,0,N/A,38,31.6,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.24,4.2,4,66.7,1.45,4.8,77.8,4,100.0,5,60.0,0.5,2.8,33.3,1,100.0,2,0.0
Cutting,1.19,4.9,3,60.0,1.22,6.4,61.5,13,61.5,0,N/A,1.0,2.1,50.0,0,N/A,2,50.0
Off. Rebounds,1.14,3.9,0,50.0,1.15,5.2,53.8,13,53.8,0,N/A,1.06,1.3,0.0,1,0.0,0,N/A
TOTAL,1.15,427,7.5,51.0,1.15,66.5,50.6,159,57.2,84,38.1,1.15,33.5,51.7,52,71.2,64,35.9
