,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.13,15.4,11,53.6,1.29,10.0,59.2,40,57.5,9,66.7,1.01,26.4,49.2,38,57.9,25,36.0
PNR Screener,1.0,4.0,5,57.1,1.15,4.8,60.0,24,58.3,1,100.0,0.33,2.2,33.3,1,100.0,2,0.0
DHO Ball Handler,0.94,1.9,1,50.0,0.0,0.7,0.0,1,0.0,3,0.0,1.26,4.3,70.0,7,85.7,3,33.3
DHO Screener,1.1,1.3,0,60.0,1.52,1.4,85.7,7,85.7,0,N/A,0.0,1.1,0.0,0,N/A,3,0.0
DBL Ball Handler,1.09,3.1,2,50.0,1.5,0.7,75.0,4,75.0,0,N/A,1.01,7.9,44.4,7,71.4,11,27.3
DBL Screener,1.33,1.2,0,62.5,1.33,1.7,62.5,6,83.3,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.0,28.1,25,46.6,0.95,30.2,44.5,109,48.6,28,28.6,1.12,23.8,51.9,23,69.6,31,38.7
TRANSITION,1.44,16.7,9,68.4,1.5,16.7,70.1,58,77.6,19,47.4,1.31,16.8,64.9,23,82.6,14,35.7
Attacking Closeouts,0.88,10.1,12,43.1,1.0,10.1,47.8,42,47.6,4,50.0,0.61,10.1,31.6,9,33.3,10,30.0
Catch & Shoot,0.96,11.0,1,33.0,0.94,15.7,31.8,3,33.3,85,31.8,1.25,1.5,66.7,1,100.0,2,50.0
Off Ball Screens,0.5,1.2,2,25.0,0.62,1.4,25.0,5,20.0,3,33.3,0.0,0.7,N/A,0,N/A,0,N/A
Cutting,0.89,3.3,1,43.5,0.95,4.1,45.0,20,45.0,0,N/A,0.5,1.5,33.3,2,50.0,1,0.0
Off. Rebounds,0.96,2.9,3,52.4,1.38,2.3,81.8,11,81.8,0,N/A,0.45,4.0,20.0,8,12.5,2,50.0
TOTAL,1.07,833,8.6,49.9,1.11,67.1,50.2,330,57.3,154,35.1,1.0,32.9,49.3,119,63.0,104,33.7
