,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.42,38.3,0,60.0,1.93,28.7,83.3,5,80.0,1,100.0,0.61,81.3,25.0,2,50.0,2,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.5,6.1,0,50.0,1.5,7.4,50.0,0,N/A,2,50.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,3.0,3.0,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,16.7,100.0,0,N/A,1,100.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.25,12.1,1,66.7,1.25,14.8,66.7,2,50.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,1.19,17.8,0,40.0,1.19,21.8,40.0,3,33.3,2,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Attacking Closeouts,1.67,9.1,0,66.7,1.67,11.1,66.7,2,50.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.0,9.1,0,33.3,1.0,11.1,33.3,0,N/A,3,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.0,3.0,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,16.7,100.0,1,100.0,0,N/A
Cutting,1.6,5.7,0,100.0,1.6,7.0,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.42,33,3.0,58.6,1.49,81.8,60.9,13,61.5,10,60.0,1.16,18.2,50.0,3,66.7,3,33.3
