,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,1.0,11.1,0,50.0,N/A,0.0,N/A,0,N/A,0,N/A,1.0,16.7,50.0,2,50.0,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.0,11.1,0,50.0,0.0,16.7,0.0,1,0.0,0,N/A,2.0,8.3,100.0,1,100.0,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.29,38.9,3,25.0,N/A,0.0,N/A,0,N/A,0,N/A,0.29,58.3,25.0,2,50.0,2,0.0
TRANSITION,1.33,16.7,0,66.7,1.0,33.3,50.0,2,50.0,0,N/A,2.0,8.3,100.0,1,100.0,0,N/A
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.5,11.1,0,50.0,1.5,33.3,50.0,0,N/A,2,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,5.6,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,8.3,N/A,0,N/A,0,N/A
Cutting,1.6,10.4,0,100.0,1.6,31.3,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.85,18,22.2,50.0,1.16,33.3,50.0,4,50.0,2,50.0,0.67,66.7,50.0,6,66.7,2,0.0
