Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,16,0,9,0,2,0,7,3,0,0,1,4,1
shoot2FGM,10,0,3,0,1,0,4,1,0,0,1,2,0
shoot2FTA,6,0,0,0,2,0,0,0,2,0,2,0,0
shoot2FTM,6,0,0,0,1,0,0,0,2,0,2,0,0
shoot2TO,0,0,0,0,0,0,0,1,0,0,0,0,0
shoot3FGA,5,0,1,0,0,0,6,5,1,3,2,0,0
shoot3FGM,2,0,0,0,0,0,1,2,0,0,2,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,1,0,0,0,0,0,0
pass2FGA,5,0,2,0,0,0,6,4,0,0,0,0,0
pass2FGM,3,0,2,0,0,0,4,4,0,0,0,0,0
pass2FTA,2,0,2,0,0,0,3,0,0,0,0,0,0
pass2FTM,2,0,2,0,0,0,3,0,0,0,0,0,0
pass2TO,1,0,0,0,0,0,0,0,0,0,0,0,0
pass3FGA,6,0,2,0,0,0,2,2,0,0,0,0,0
pass3FGM,5,0,0,0,0,0,1,0,0,0,0,0,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,1,0,1,0,0,0,1,0,0,0,1,0,0
