,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,0.8,16.7,2,66.7,0.8,20.8,66.7,3,66.7,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.67,20.0,0,33.3,0.0,16.7,0.0,4,0.0,0,N/A,2.0,33.3,100.0,2,100.0,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.17,40.0,1,63.6,1.2,41.7,60.0,10,60.0,0,N/A,1.0,33.3,100.0,1,100.0,0,N/A
TRANSITION,1.0,6.7,0,50.0,N/A,0.0,N/A,0,N/A,0,N/A,1.0,33.3,50.0,1,100.0,1,0.0
Attacking Closeouts,2.0,3.3,0,100.0,2.0,4.2,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,2.0,3.3,0,100.0,2.0,4.2,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,6.7,0,100.0,2.0,8.3,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,3.3,0,100.0,2.0,4.2,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.13,30,10.0,63.0,1.08,80.0,59.1,22,59.1,0,N/A,1.33,20.0,80.0,4,100.0,1,0.0
