,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.97,41.1%,2,50.0%,0.4,22.7%,25.0%,4,25.0%,0,N/A,1.22,63.6%,60.0%,6,83.3%,4,25.0%
PNR Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
DHO Ball Handler,1.0,5.0%,0,50.0%,2.0,4.5%,100.0%,1,100.0%,0,N/A,0.0,5.6%,0.0%,0,N/A,1,0.0%
DHO Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
DBL Ball Handler,1.8,12.5%,0,80.0%,2.25,18.2%,100.0%,3,100.0%,1,100.0%,0.0,5.6%,0.0%,1,0.0%,0,N/A
DBL Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
ISOLATION,0.67,15.0%,1,40.0%,0.4,22.7%,25.0%,3,33.3%,1,0.0%,2.0,5.6%,100.0%,1,100.0%,0,N/A
TRANSITION,0.78,22.5%,0,33.3%,1.0,22.7%,40.0%,2,50.0%,3,33.3%,0.5,22.2%,25.0%,2,50.0%,2,0.0%
Attacking Closeouts,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,2.5%,0,0.0%,0.0,4.5%,0.0%,0,N/A,1,0.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Off Ball Screens,2.66,4.7%,0,100.0%,2.66,8.5%,100.0%,0,N/A,1,100.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Cutting,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
TOTAL,1.04,40,7.5%,48.6%,1.09,55.0%,50.0%,13,53.8%,7,42.9%,0.98,45.0%,47.1%,10,70.0%,7,14.3%
