,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.33,21.4,0,50.0,1.5,14.3,50.0,1,0.0,1,100.0,1.25,28.6,50.0,1,100.0,3,33.3
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.41,17.4,1,33.3,0.0,7.1,0.0,0,N/A,1,0.0,0.52,27.7,50.0,1,100.0,1,0.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.83,42.9,1,36.4,0.33,42.9,16.7,5,20.0,1,0.0,1.33,42.9,60.0,2,50.0,3,66.7
TRANSITION,1.47,17.0,0,66.7,1.47,34.0,66.7,3,66.7,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Attacking Closeouts,1.5,7.1,0,50.0,0.0,7.1,0.0,1,0.0,0,N/A,3.0,7.1,100.0,0,N/A,1,100.0
Catch & Shoot,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.01,28,7.1,44.0,0.81,50.0,30.8,10,30.0,3,33.3,1.21,50.0,58.3,4,75.0,8,50.0
