,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.5,26.1,0,16.7,1.5,20.0,50.0,0,N/A,2,50.0,0.0,30.8,0.0,1,0.0,3,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.5,8.7,0,50.0,1.5,20.0,50.0,1,0.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.0,4.3,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,7.7,0.0,0,N/A,1,0.0
DBL Ball Handler,1.0,8.7,0,50.0,N/A,0.0,N/A,0,N/A,0,N/A,1.0,15.4,50.0,2,50.0,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,2.33,13.0,0,100.0,2.0,20.0,100.0,2,100.0,0,N/A,3.0,7.7,100.0,0,N/A,1,100.0
TRANSITION,1.74,15.0,0,66.7,2.27,4.4,N/A,0,N/A,0,N/A,1.67,23.1,66.7,1,100.0,2,50.0
Attacking Closeouts,1.05,20.7,1,50.0,1.04,28.8,50.0,2,50.0,0,N/A,1.06,14.5,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,4.3,0,0.0,0.0,10.0,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.0,4.3,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,7.7,100.0,1,100.0,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.16,23,4.3,47.6,1.36,43.5,55.6,5,60.0,4,50.0,1.01,56.5,41.7,5,60.0,7,28.6
