,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.29,14.6,0,57.1,1.4,13.9,60.0,3,66.7,2,50.0,1.0,16.7,50.0,2,50.0,0,N/A
PNR Screener,2.0,2.1,0,100.0,2.0,2.8,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,3.0,2.1,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,8.3,100.0,0,N/A,1,100.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,2.0,2.1,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,8.3,100.0,1,100.0,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.92,38.6,1,35.7,0.9,40.3,30.0,9,33.3,1,0.0,1.0,33.3,50.0,2,100.0,2,0.0
TRANSITION,1.42,17.6,0,62.5,1.29,15.1,60.0,5,60.0,0,N/A,1.67,25.0,66.7,1,100.0,2,50.0
Attacking Closeouts,1.03,16.2,0,33.3,1.18,18.8,40.0,4,50.0,1,0.0,0.0,8.3,0.0,1,0.0,0,N/A
Catch & Shoot,0.0,2.1,0,0.0,0.0,2.8,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,4.2,0,0.0,0.0,5.6,0.0,2,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,2.1,0,100.0,2.0,2.8,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.13,48,2.1,47.6,1.06,75.0,43.3,25,48.0,5,20.0,1.33,25.0,58.3,7,71.4,5,40.0
