,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.23,13.0,2,57.1,1.25,11.9,62.5,8,62.5,0,N/A,1.21,15.2,50.0,2,50.0,4,50.0
PNR Screener,1.55,2.7,0,66.7,1.0,2.1,50.0,2,50.0,0,N/A,2.13,3.8,100.0,0,N/A,1,100.0
DHO Ball Handler,0.74,7.6,0,30.0,0.67,9.6,33.3,6,50.0,3,0.0,1.06,3.8,0.0,0,N/A,1,0.0
DHO Screener,0.67,6.3,0,33.3,0.0,1.1,0.0,0,N/A,1,0.0,0.75,16.3,37.5,5,60.0,3,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.25,28.0,5,59.4,1.06,28.0,52.4,17,47.1,4,75.0,1.6,28.1,72.7,7,71.4,4,75.0
TRANSITION,0.93,10.5,0,40.0,1.4,5.3,60.0,4,50.0,1,100.0,0.7,20.4,30.0,4,50.0,6,16.7
Attacking Closeouts,1.0,3.5,2,66.7,0.67,3.2,50.0,2,50.0,0,N/A,1.5,4.1,100.0,0,N/A,1,100.0
Catch & Shoot,1.2,15.7,0,40.9,1.2,23.9,40.9,1,100.0,21,38.1,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.0,2.1,1,50.0,0.0,1.1,0.0,0,N/A,1,0.0,1.5,4.1,100.0,0,N/A,1,100.0
Cutting,1.73,7.3,0,83.3,1.91,10.0,100.0,5,100.0,0,N/A,0.0,2.0,0.0,0,N/A,1,0.0
Off. Rebounds,1.4,4.5,0,66.7,1.58,4.7,75.0,4,75.0,0,N/A,1.0,4.1,50.0,1,100.0,1,0.0
TOTAL,1.17,143,7.0,50.8,1.17,65.7,51.2,49,59.2,31,38.7,1.16,34.3,50.0,19,63.2,23,39.1
